PC-Miler Practical Mileage,Spot Avg Linehaul Rate,Spot Low Linehaul Rate,Spot High Linehaul Rate,Spot Fuel Surcharge,Spot Time Frame,Spot Origin Geo Expansion,Spot Destination Geo Expansion,Spot # of Companies,Spot # of Reports,Spot Your Own Avg Linehaul Rate,Spot Your Own # of Reports,Spot Error,Orig City,Orig State,Orig Postal Code,Dest City,Dest State,Dest Postal Code,Truck Type,ID
1556,1.15,1.14,1.34,0.24,30,20,20,,,,,,ALBANY,NY,12202,OKLAHOMA CITY,OK,73101,V,
1392,1.21,1.1,1.4,0.24,15,30,40,,,,,,SYRACUSE,NY,13202,OKLAHOMA CITY,OK,73101,V,
1583,1.12,1.01,1.22,0.24,15,30,40,,,,,,HARTFORD,CT,6105,OKLAHOMA CITY,OK,73101,V,
1441,1.24,1.14,1.27,0.24,15,20,20,,,,,,DOVER,DE,19901,OKLAHOMA CITY,OK,73101,V,
1063,1.42,1.27,1.55,0.24,15,30,40,,,,,,CHARLESTON,WV,25301,OKLAHOMA CITY,OK,73101,V,
1215,1.27,1.12,1.37,0.24,15,20,30,,,,,,RALEIGH,NC,27587,OKLAHOMA CITY,OK,73101,V,
1097,1.43,1.37,1.51,0.24,15,20,20,,,,,,COLUMBIA,SC,29044,OKLAHOMA CITY,OK,73101,V,
1005,1.19,1.12,1.24,0.24,15,20,20,,,,,,PHOENIX,AZ,85001,OKLAHOMA CITY,OK,73101,V,
480,2.01,1.72,2.11,0.24,30,20,20,,,,,,OMAHA,NE,68022,OKLAHOMA CITY,OK,73101,V,
1457,1.22,1.12,1.33,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,OKLAHOMA CITY,OK,73101,V,
1417,1.11,1.02,1.12,0.24,15,20,20,,,,,,TRENTON,NJ,8601,OKLAHOMA CITY,OK,73101,V,
543,1.05,0.74,1.18,0.24,15,30,40,,,,,,ALBUQUERQUE,NM,87101,OKLAHOMA CITY,OK,73101,V,
261,1.39,1.18,1.67,0.24,15,30,40,,,,,,AMARILLO,TX,79101,OKLAHOMA CITY,OK,73101,V,
1252,1.24,1.11,1.38,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,OKLAHOMA CITY,OK,73101,V,
995,1.39,1.23,1.52,0.24,30,20,20,,,,,,TALLAHASSEE,FL,32301,OKLAHOMA CITY,OK,73101,V,
610,1.9,1.41,2.2,0.24,15,20,20,,,,,,JACKSON,MS,39201,OKLAHOMA CITY,OK,73101,V,
872,1.24,1.09,1.36,0.24,15,30,40,,,,,,RAPID CITY,SD,57701,OKLAHOMA CITY,OK,73101,V,
1004,1.54,1.46,1.66,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,OKLAHOMA CITY,OK,73101,V,
863,1.06,0.89,1.2,0.24,15,20,20,,,,,,SCRANTON,PA,18501,PEORIA,IL,61601,V,
750,1.09,0.94,1.13,0.24,15,20,20,,,,,,CARLISLE,PA,17013,PEORIA,IL,61601,V,
964,1.05,0.92,1.33,0.24,15,20,30,,,,,,ALBANY,NY,12202,PEORIA,IL,61601,V,
827,0.97,0.92,1.11,0.24,15,20,30,,,,,,SYRACUSE,NY,13202,PEORIA,IL,61601,V,
1052,0.88,0.83,0.93,0.24,15,20,30,,,,,,HARTFORD,CT,6105,PEORIA,IL,61601,V,
872,1.21,1.08,1.32,0.24,15,20,20,,,,,,DOVER,DE,19901,PEORIA,IL,61601,V,
527,1.49,1.22,1.62,0.24,15,20,30,,,,,,CHARLESTON,WV,25301,PEORIA,IL,61601,V,
844,1.34,1.21,1.42,0.24,15,20,20,,,,,,RALEIGH,NC,27587,PEORIA,IL,61601,V,
856,1.5,1.18,1.7,0.24,15,20,30,,,,,,COLUMBIA,SC,29044,PEORIA,IL,61601,V,
1677,1.37,1.04,1.74,0.24,30,20,30,,,,,,PHOENIX,AZ,85001,PEORIA,IL,61601,V,
417,1.42,1.16,1.53,0.24,15,20,20,,,,,,OMAHA,NE,68022,PEORIA,IL,61601,V,
926,1.08,0.97,1.13,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,PEORIA,IL,61601,V,
886,1.16,0.9,1.19,0.24,15,20,20,,,,,,TRENTON,NJ,8601,PEORIA,IL,61601,V,
1214,1.18,0.97,1.38,0.24,15,30,40,,,,,,ALBUQUERQUE,NM,87101,PEORIA,IL,61601,V,
930,1.21,1.11,1.25,0.24,15,30,40,,,,,,AMARILLO,TX,79101,PEORIA,IL,61601,V,
720,1.09,0.94,1.13,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,PEORIA,IL,61601,V,
930,0.99,0.84,1.12,0.24,15,20,30,,,,,,TALLAHASSEE,FL,32301,PEORIA,IL,61601,V,
660,1.65,1.51,1.73,0.24,30,20,30,,,,,,JACKSON,MS,39201,PEORIA,IL,61601,V,
889,0.99,0.88,1.1,0.24,15,30,40,,,,,,RAPID CITY,SD,57701,PEORIA,IL,61601,V,
371,1.83,1.61,1.84,0.24,15,10,20,,,,,,BIG RAPIDS,MI,49307,PEORIA,IL,61601,V,
125,3.9,3.41,4.58,0.24,15,20,20,,,,,,SCRANTON,PA,18501,PHILADELPHIA,PA,19092,V,
123,4.73,3.85,6.13,0.24,15,10,20,,,,,,CARLISLE,PA,17013,PHILADELPHIA,PA,19092,V,
232,2.79,2.46,3.15,0.24,15,20,20,,,,,,ALBANY,NY,12202,PHILADELPHIA,PA,19092,V,
254,2.3,2.03,2.75,0.24,15,20,20,,,,,,SYRACUSE,NY,13202,PHILADELPHIA,PA,19092,V,
213,2.46,2.11,2.98,0.24,15,20,20,,,,,,HARTFORD,CT,6105,PHILADELPHIA,PA,19092,V,
76,6.07,5.12,6.3,0.24,15,20,20,,,,,,DOVER,DE,19901,PHILADELPHIA,PA,19092,V,
463,2.59,2.11,2.72,0.24,15,20,20,,,,,,CHARLESTON,WV,25301,PHILADELPHIA,PA,19092,V,
388,2.5,2.27,2.75,0.24,15,20,20,,,,,,RALEIGH,NC,27587,PHILADELPHIA,PA,19092,V,
616,2.06,1.86,2.18,0.24,15,20,20,,,,,,COLUMBIA,SC,29044,PHILADELPHIA,PA,19092,V,
2402,1.43,1.4,1.47,0.24,15,20,30,,,,,,PHOENIX,AZ,85001,PHILADELPHIA,PA,19092,V,
1229,1.71,1.47,1.85,0.24,15,20,30,,,,,,OMAHA,NE,68022,PHILADELPHIA,PA,19092,V,
62,6.7,5.49,7.09,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,PHILADELPHIA,PA,19092,V,
33,10.94,6.89,11.87,0.24,15,20,20,,,,,,TRENTON,NJ,8601,PHILADELPHIA,PA,19092,V,
1940,1.5,1.27,1.64,0.24,30,30,40,,,,,,ALBUQUERQUE,NM,87101,PHILADELPHIA,PA,19092,V,
1654,1.61,1.54,1.8,0.24,30,20,30,,,,,,AMARILLO,TX,79101,PHILADELPHIA,PA,19092,V,
193,3.04,2.6,3.61,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,PHILADELPHIA,PA,19092,V,
1014,1.57,1.26,1.93,0.24,15,20,20,,,,,,TALLAHASSEE,FL,32301,PHILADELPHIA,PA,19092,V,
1113,2.02,1.95,2.15,0.24,15,20,30,,,,,,JACKSON,MS,39201,PHILADELPHIA,PA,19092,V,
1675,1.53,1.35,1.71,0.24,30,30,40,,,,,,RAPID CITY,SD,57701,PHILADELPHIA,PA,19092,V,
769,2.13,1.97,2.29,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,PHILADELPHIA,PA,19092,V,
282,1.98,1.45,2.39,0.24,15,20,20,,,,,,SCRANTON,PA,18501,PITTSBURGH,PA,15201,V,
189,2.58,1.56,3.29,0.24,15,10,10,,,,,,CARLISLE,PA,17013,PITTSBURGH,PA,15201,V,
459,1.9,1.89,2.03,0.24,15,20,20,,,,,,ALBANY,NY,12202,PITTSBURGH,PA,15201,V,
359,1.77,1.66,1.94,0.24,15,20,20,,,,,,SYRACUSE,NY,13202,PITTSBURGH,PA,15201,V,
471,1.2,1.07,1.21,0.24,15,20,20,,,,,,HARTFORD,CT,6105,PITTSBURGH,PA,15201,V,
323,2.39,2.17,2.73,0.24,15,20,20,,,,,,DOVER,DE,19901,PITTSBURGH,PA,15201,V,
228,3.05,2.71,3.19,0.24,15,20,20,,,,,,CHARLESTON,WV,25301,PITTSBURGH,PA,15201,V,
481,2.16,1.91,2.39,0.24,15,20,20,,,,,,RALEIGH,NC,27587,PITTSBURGH,PA,15201,V,
558,1.97,1.79,2.02,0.24,15,20,30,,,,,,COLUMBIA,SC,29044,PITTSBURGH,PA,15201,V,
2118,1.47,1.37,1.54,0.24,15,30,40,,,,,,PHOENIX,AZ,85001,PITTSBURGH,PA,15201,V,
931,1.75,1.32,1.76,0.24,15,20,20,,,,,,OMAHA,NE,68022,PITTSBURGH,PA,15201,V,
365,2.09,1.89,2.4,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,PITTSBURGH,PA,15201,V,
325,1.72,1.34,1.83,0.24,15,20,20,,,,,,TRENTON,NJ,8601,PITTSBURGH,PA,15201,V,
1656,1.5,1.27,1.64,0.24,30,30,40,,,,,,ALBUQUERQUE,NM,87101,PITTSBURGH,PA,15201,V,
1370,1.38,1.26,1.4,0.24,15,30,40,,,,,,AMARILLO,TX,79101,PITTSBURGH,PA,15201,V,
137,4,3.22,4.44,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,PITTSBURGH,PA,15201,V,
926,1.51,1.22,1.58,0.24,30,20,20,,,,,,TALLAHASSEE,FL,32301,PITTSBURGH,PA,15201,V,
973,2.06,1.62,2.18,0.24,15,30,30,,,,,,JACKSON,MS,39201,PITTSBURGH,PA,15201,V,
1376,1.53,1.35,1.71,0.24,30,30,40,,,,,,RAPID CITY,SD,57701,PITTSBURGH,PA,15201,V,
471,2.25,2.16,2.41,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,PITTSBURGH,PA,15201,V,
2806,1.16,1.05,1.16,0.24,30,20,20,,,,,,SCRANTON,PA,18501,PORTLAND,WA,97201,V,
2747,1.68,1.22,2.44,0.24,15,20,20,,,,,,CARLISLE,PA,17013,PORTLAND,WA,97201,V,
2931,1.3,1.16,1.37,0.24,30,30,30,,,,,,ALBANY,NY,12202,PORTLAND,WA,97201,V,
2793,1.28,1.19,1.32,0.24,30,30,40,,,,,,SYRACUSE,NY,13202,PORTLAND,WA,97201,V,
2994,1.42,1.25,1.59,0.24,30,30,40,,,,,,HARTFORD,CT,6105,PORTLAND,WA,97201,V,
2923,1.29,1.19,1.37,0.24,15,30,40,,,,,,DOVER,DE,19901,PORTLAND,WA,97201,V,
2579,1.48,1.43,1.68,0.24,15,30,40,,,,,,CHARLESTON,WV,25301,PORTLAND,WA,97201,V,
2885,1.35,1.28,1.43,0.24,30,20,20,,,,,,RALEIGH,NC,27587,PORTLAND,WA,97201,V,
2813,1.34,1.11,1.42,0.24,15,30,40,,,,,,COLUMBIA,SC,29044,PORTLAND,WA,97201,V,
1334,1.7,1.55,1.76,0.24,15,20,20,,,,,,PHOENIX,AZ,85001,PORTLAND,WA,97201,V,
1646,1.62,1.52,1.71,0.24,30,20,20,,,,,,OMAHA,NE,68022,PORTLAND,WA,97201,V,
2924,1.34,1.2,1.47,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,PORTLAND,WA,97201,V,
2897,1.13,1.02,1.18,0.24,30,20,30,,,,,,TRENTON,NJ,8601,PORTLAND,WA,97201,V,
1382,1.43,0.98,1.83,0.24,30,30,30,,,,,,ALBUQUERQUE,NM,87101,PORTLAND,WA,97201,V,
1668,1.52,1.44,1.66,0.24,60,30,30,,,,,,AMARILLO,TX,79101,PORTLAND,WA,97201,V,
2671,1.68,1.22,2.44,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,PORTLAND,WA,97201,V,
2835,1.14,0.65,1.45,0.24,30,30,30,,,,,,TALLAHASSEE,FL,32301,PORTLAND,WA,97201,V,
2517,1.47,1.36,1.52,0.24,15,30,40,,,,,,JACKSON,MS,39201,PORTLAND,WA,97201,V,
1258,1.68,1.41,1.95,0.24,60,30,40,,,,,,RAPID CITY,SD,57701,PORTLAND,WA,97201,V,
2336,1.29,1.2,1.3,0.24,15,30,30,,,,,,BIG RAPIDS,MI,49307,PORTLAND,WA,97201,V,
339,2.12,1.86,2.63,0.24,15,20,20,,,,,,SCRANTON,PA,18501,RICHMOND,VA,23218,V,
210,2.63,2.41,2.93,0.24,15,10,20,,,,,,CARLISLE,PA,17013,RICHMOND,VA,23218,V,
479,1.76,1.43,2.01,0.24,15,20,20,,,,,,ALBANY,NY,12202,RICHMOND,VA,23218,V,
470,1.39,1.31,1.5,0.24,15,20,20,,,,,,SYRACUSE,NY,13202,RICHMOND,VA,23218,V,
459,1.13,1.06,1.15,0.24,15,20,20,,,,,,HARTFORD,CT,6105,RICHMOND,VA,23218,V,
202,2.38,2.03,2.47,0.24,15,20,20,,,,,,DOVER,DE,19901,RICHMOND,VA,23218,V,
313,3.05,2.56,3.85,0.24,15,20,20,,,,,,CHARLESTON,WV,25301,RICHMOND,VA,23218,V,
139,3.96,3.29,3.96,0.24,15,20,20,,,,,,RALEIGH,NC,27587,RICHMOND,VA,23218,V,
361,2.33,2.19,2.82,0.24,15,20,20,,,,,,COLUMBIA,SC,29044,RICHMOND,VA,23218,V,
2291,1.23,1.02,1.32,0.24,15,30,40,,,,,,PHOENIX,AZ,85001,RICHMOND,VA,23218,V,
1259,1.44,1.27,1.62,0.24,30,20,30,,,,,,OMAHA,NE,68022,RICHMOND,VA,23218,V,
289,2.33,2.21,2.66,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,RICHMOND,VA,23218,V,
288,1.91,1.44,2.44,0.24,15,20,20,,,,,,TRENTON,NJ,8601,RICHMOND,VA,23218,V,
1829,1.46,1.28,1.56,0.24,90,30,40,,,,,,ALBUQUERQUE,NM,87101,RICHMOND,VA,23218,V,
1545,1.43,1.36,1.52,0.24,60,30,40,,,,,,AMARILLO,TX,79101,RICHMOND,VA,23218,V,
313,2.35,2.24,2.66,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,RICHMOND,VA,23218,V,
760,1.08,0.81,1.3,0.24,15,30,30,,,,,,TALLAHASSEE,FL,32301,RICHMOND,VA,23218,V,
916,1.77,1.52,1.97,0.24,15,30,30,,,,,,JACKSON,MS,39201,RICHMOND,VA,23218,V,
1715,1.5,1.49,1.57,0.24,15,30,40,,,,,,RAPID CITY,SD,57701,RICHMOND,VA,23218,V,
806,2.01,1.75,2.17,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,RICHMOND,VA,23218,V,
2727,0.94,0.81,0.95,0.24,15,20,20,,,,,,SCRANTON,PA,18501,SACRAMENTO,CA,94203,V,
2668,1.05,0.96,1.2,0.24,15,20,20,,,,,,CARLISLE,PA,17013,SACRAMENTO,CA,94203,V,
2851,0.95,0.92,0.97,0.24,30,20,20,,,,,,ALBANY,NY,12202,SACRAMENTO,CA,94203,V,
2714,1.05,0.9,1.39,0.24,30,20,20,,,,,,SYRACUSE,NY,13202,SACRAMENTO,CA,94203,V,
2917,0.98,0.93,1.1,0.24,15,20,30,,,,,,HARTFORD,CT,6105,SACRAMENTO,CA,94203,V,
2802,1.09,0.91,1.32,0.24,15,20,30,,,,,,DOVER,DE,19901,SACRAMENTO,CA,94203,V,
2500,1.11,1.1,1.14,0.24,15,30,30,,,,,,CHARLESTON,WV,25301,SACRAMENTO,CA,94203,V,
2807,1.1,0.91,1.25,0.24,15,20,20,,,,,,RALEIGH,NC,27587,SACRAMENTO,CA,94203,V,
2714,1,0.92,1.04,0.24,30,20,30,,,,,,COLUMBIA,SC,29044,SACRAMENTO,CA,94203,V,
754,1.15,0.97,1.43,0.24,15,10,20,,,,,,PHOENIX,AZ,85001,SACRAMENTO,CA,94203,V,
1568,1.23,1.05,1.33,0.24,15,20,20,,,,,,OMAHA,NE,68022,SACRAMENTO,CA,94203,V,
2845,0.97,0.68,1.18,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,SACRAMENTO,CA,94203,V,
2816,0.91,0.81,0.95,0.24,15,20,20,,,,,,TRENTON,NJ,8601,SACRAMENTO,CA,94203,V,
1079,0.97,0.9,1,0.24,30,20,20,,,,,,ALBUQUERQUE,NM,87101,SACRAMENTO,CA,94203,V,
1364,1.19,1.1,1.2,0.24,15,30,40,,,,,,AMARILLO,TX,79101,SACRAMENTO,CA,94203,V,
2592,1.05,0.96,1.2,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,SACRAMENTO,CA,94203,V,
2635,1.17,0.94,1.7,0.24,15,30,30,,,,,,TALLAHASSEE,FL,32301,SACRAMENTO,CA,94203,V,
2127,0.95,0.38,1.18,0.24,15,30,30,,,,,,JACKSON,MS,39201,SACRAMENTO,CA,94203,V,
1307,1.34,0.9,1.72,0.24,15,30,30,,,,,,RAPID CITY,SD,57701,SACRAMENTO,CA,94203,V,
2257,1.04,0.91,1.1,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,SACRAMENTO,CA,94203,V,
2084,1.35,1.22,1.38,0.24,15,20,20,,,,,,SCRANTON,PA,18501,SALT LAKE CITY,UT,84101,V,
2024,1.3,1.15,1.33,0.24,15,20,20,,,,,,CARLISLE,PA,17013,SALT LAKE CITY,UT,84101,V,
2208,1.55,1.36,1.83,0.24,30,20,20,,,,,,ALBANY,NY,12202,SALT LAKE CITY,UT,84101,V,
2070,1.26,1.03,1.38,0.24,15,30,40,,,,,,SYRACUSE,NY,13202,SALT LAKE CITY,UT,84101,V,
2272,1.23,1.03,1.28,0.24,15,30,40,,,,,,HARTFORD,CT,6105,SALT LAKE CITY,UT,84101,V,
2201,1.51,1.14,1.79,0.24,30,20,20,,,,,,DOVER,DE,19901,SALT LAKE CITY,UT,84101,V,
1855,1.63,1.49,1.86,0.24,15,30,40,,,,,,CHARLESTON,WV,25301,SALT LAKE CITY,UT,84101,V,
2163,1.32,1.17,1.42,0.24,15,20,20,,,,,,RALEIGH,NC,27587,SALT LAKE CITY,UT,84101,V,
2089,1.38,0.96,1.74,0.24,15,30,30,,,,,,COLUMBIA,SC,29044,SALT LAKE CITY,UT,84101,V,
661,1.81,1.52,2.59,0.24,15,20,20,,,,,,PHOENIX,AZ,85001,SALT LAKE CITY,UT,84101,V,
924,1.88,1.63,2.31,0.24,15,30,40,,,,,,OMAHA,NE,68022,SALT LAKE CITY,UT,84101,V,
2201,1.24,1.1,1.38,0.24,15,30,30,,,,,,ATLANTIC CITY,NJ,8404,SALT LAKE CITY,UT,84101,V,
2174,1.14,1.03,1.2,0.24,15,20,20,,,,,,TRENTON,NJ,8601,SALT LAKE CITY,UT,84101,V,
619,1.36,1.14,1.47,0.24,15,30,40,,,,,,ALBUQUERQUE,NM,87101,SALT LAKE CITY,UT,84101,V,
905,1.88,1.72,2.07,0.24,15,30,40,,,,,,AMARILLO,TX,79101,SALT LAKE CITY,UT,84101,V,
1948,1.3,1.15,1.33,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,SALT LAKE CITY,UT,84101,V,
2113,1.25,1.02,1.33,0.24,15,30,40,,,,,,TALLAHASSEE,FL,32301,SALT LAKE CITY,UT,84101,V,
1794,1.5,1.31,1.58,0.24,15,30,30,,,,,,JACKSON,MS,39201,SALT LAKE CITY,UT,84101,V,
671,1.36,1.24,1.45,0.24,30,30,40,,,,,,RAPID CITY,SD,57701,SALT LAKE CITY,UT,84101,V,
1613,1.59,1.5,1.71,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,SALT LAKE CITY,UT,84101,V,
1771,1.12,1.03,1.21,0.24,15,20,20,,,,,,SCRANTON,PA,18501,SAN ANTONIO,TX,78201,V,
1633,1.19,1.04,1.35,0.24,15,20,20,,,,,,CARLISLE,PA,17013,SAN ANTONIO,TX,78201,V,
1943,1.13,1.12,1.17,0.24,15,20,30,,,,,,ALBANY,NY,12202,SAN ANTONIO,TX,78201,V,
1790,1.26,1.25,1.42,0.24,15,20,30,,,,,,SYRACUSE,NY,13202,SAN ANTONIO,TX,78201,V,
1940,1.15,0.97,1.25,0.24,15,20,30,,,,,,HARTFORD,CT,6105,SAN ANTONIO,TX,78201,V,
1700,1.12,1.05,1.15,0.24,15,20,20,,,,,,DOVER,DE,19901,SAN ANTONIO,TX,78201,V,
1322,1.4,1.25,1.44,0.24,15,20,30,,,,,,CHARLESTON,WV,25301,SAN ANTONIO,TX,78201,V,
1395,1.13,1.01,1.26,0.24,15,20,20,,,,,,RALEIGH,NC,27587,SAN ANTONIO,TX,78201,V,
1218,1.49,1.41,1.56,0.24,15,20,20,,,,,,COLUMBIA,SC,29044,SAN ANTONIO,TX,78201,V,
980,1.4,1.15,1.64,0.24,15,20,20,,,,,,PHOENIX,AZ,85001,SAN ANTONIO,TX,78201,V,
943,1.53,1.12,1.6,0.24,15,20,30,,,,,,OMAHA,NE,68022,SAN ANTONIO,TX,78201,V,
1775,1.09,1.03,1.15,0.24,15,20,30,,,,,,ATLANTIC CITY,NJ,8404,SAN ANTONIO,TX,78201,V,
1774,1.12,1.03,1.23,0.24,15,20,20,,,,,,TRENTON,NJ,8601,SAN ANTONIO,TX,78201,V,
817,1.41,0.96,1.89,0.24,30,20,20,,,,,,ALBUQUERQUE,NM,87101,SAN ANTONIO,TX,78201,V,
525,1.71,1.12,1.72,0.24,15,20,30,,,,,,AMARILLO,TX,79101,SAN ANTONIO,TX,78201,V,
1631,1.19,1.04,1.35,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,SAN ANTONIO,TX,78201,V,
904,1.2,0.96,1.25,0.24,15,20,20,,,,,,TALLAHASSEE,FL,32301,SAN ANTONIO,TX,78201,V,
637,1.7,1.57,1.86,0.24,15,20,20,,,,,,JACKSON,MS,39201,SAN ANTONIO,TX,78201,V,
1333,1.24,1.09,1.36,0.24,15,30,40,,,,,,RAPID CITY,SD,57701,SAN ANTONIO,TX,78201,V,
1437,1.46,1.24,1.75,0.24,15,20,20,,,,,,BIG RAPIDS,MI,49307,SAN ANTONIO,TX,78201,V,
2752,0.91,0.8,1.08,0.24,15,20,20,,,,,,SCRANTON,PA,18501,SAN DIEGO,CA,92093,V,
2639,1.02,0.95,1.12,0.24,15,20,20,,,,,,CARLISLE,PA,17013,SAN DIEGO,CA,92093,V,
2885,1.12,0.88,1.36,0.24,15,20,30,,,,,,ALBANY,NY,12202,SAN DIEGO,CA,92093,V,
2748,0.95,0.88,0.99,0.24,15,30,30,,,,,,SYRACUSE,NY,13202,SAN DIEGO,CA,92093,V,
2942,0.96,0.76,1.03,0.24,15,20,20,,,,,,HARTFORD,CT,6105,SAN DIEGO,CA,92093,V,
2801,1.08,1.08,1.28,0.24,15,10,20,,,,,,DOVER,DE,19901,SAN DIEGO,CA,92093,V,
2422,1.03,0.91,1.29,0.24,15,20,30,,,,,,CHARLESTON,WV,25301,SAN DIEGO,CA,92093,V,
2555,1.01,0.95,1.02,0.24,15,20,20,,,,,,RALEIGH,NC,27587,SAN DIEGO,CA,92093,V,
2397,1.04,1,1.16,0.24,15,20,30,,,,,,COLUMBIA,SC,29044,SAN DIEGO,CA,92093,V,
361,1.18,0.88,1.34,0.24,15,10,20,,,,,,PHOENIX,AZ,85001,SAN DIEGO,CA,92093,V,
1603,1.27,1.09,1.33,0.24,15,20,30,,,,,,OMAHA,NE,68022,SAN DIEGO,CA,92093,V,
2815,1.11,1.08,1.14,0.24,15,20,20,,,,,,ATLANTIC CITY,NJ,8404,SAN DIEGO,CA,92093,V,
2775,0.83,0.8,0.9,0.24,15,20,20,,,,,,TRENTON,NJ,8601,SAN DIEGO,CA,92093,V,
817,0.82,0.76,0.83,0.24,15,20,30,,,,,,ALBUQUERQUE,NM,87101,SAN DIEGO,CA,92093,V,
1103,1.35,1.19,1.57,0.24,30,20,30,,,,,,AMARILLO,TX,79101,SAN DIEGO,CA,92093,V,
2609,1.02,0.95,1.12,0.24,15,20,20,,,,,,STATE COLLEGE,PA,16803,SAN DIEGO,CA,92093,V,
2181,1.38,1.03,1.58,0.24,30,20,30,,,,,,TALLAHASSEE,FL,32301,SAN DIEGO,CA,92093,V,
1769,1.28,1.19,1.36,0.24,15,20,30,,,,,,JACKSON,MS,39201,SAN DIEGO,CA,92093,V,
1385,1.44,1.37,1.46,0.24,15,20,30,,,,,,RAPID CITY,SD,57701,SAN DIEGO,CA,92093,V,
2292,1.15,1.01,1.25,0.24,15,20,30,,,,,,BIG RAPIDS,MI,49307,SAN DIEGO,CA,92093,V,
2813,0.96,0.83,1,0.24,15,20,30,,,,,,SCRANTON,PA,18501,SAN FRANCISCO,CA,94101,V,
2754,1.07,0.97,1.2,0.24,15,20,30,,,,,,CARLISLE,PA,17013,SAN FRANCISCO,CA,94101,V,
2937,0.91,0.82,1.03,0.24,30,20,20,,,,,,ALBANY,NY,12202,SAN FRANCISCO,CA,94101,V,
2800,1.14,0.9,1.58,0.24,30,20,20,,,,,,SYRACUSE,NY,13202,SAN FRANCISCO,CA,94101,V,
3003,0.98,0.93,1.1,0.24,15,20,30,,,,,,HARTFORD,CT,6105,SAN FRANCISCO,CA,94101,V,
2888,1.09,0.91,1.32,0.24,15,20,30,,,,,,DOVER,DE,19901,SAN FRANCISCO,CA,94101,V,
2586,1.11,1.1,1.14,0.24,15,30,30,,,,,,CHARLESTON,WV,25301,SAN FRANCISCO,CA,94101,V,
2839,1.09,0.9,1.26,0.24,15,20,30,,,,,,RALEIGH,NC,27587,SAN FRANCISCO,CA,94101,V,
2720,1,0.92,1.04,0.24,30,20,30,,,,,,COLUMBIA,SC,29044,SAN FRANCISCO,CA,94101,V,
752,1.15,0.99,1.25,0.24,15,10,20,,,,,,PHOENIX,AZ,85001,SAN FRANCISCO,CA,94101,V,
1654,1.27,1.1,1.33,0.24,15,20,30,,,,,,OMAHA,NE,68022,SAN FRANCISCO,CA,94101,V,
2931,0.95,0.68,1.21,0.24,15,20,30,,,,,,ATLANTIC CITY,NJ,8404,SAN FRANCISCO,CA,94101,V,
2903,1.04,0.9,1.28,0.24,15,20,20,,,,,,TRENTON,NJ,8601,SAN FRANCISCO,CA,94101,V,
1085,0.95,0.9,1,0.24,30,20,30,,,,,,ALBUQUERQUE,NM,87101,SAN FRANCISCO,CA,94101,V,
1370,1.19,1.1,1.2,0.24,15,30,40,,,,,,AMARILLO,TX,79101,SAN FRANCISCO,CA,94101,V,
2678,1.07,0.97,1.2,0.24,15,20,30,,,,,,STATE COLLEGE,PA,16803,SAN FRANCISCO,CA,94101,V,
2632,1.18,0.95,1.48,0.24,15,30,30,,,,,,TALLAHASSEE,FL,32301,SAN FRANCISCO,CA,94101,V,
2133,0.95,0.38,1.18,0.24,15,30,30,,,,,,JACKSON,MS,39201,SAN FRANCISCO,CA,94101,V,
1393,1.34,0.9,1.72,0.24,15,30,30,,,,,,RAPID CITY,SD,57701,SAN FRANCISCO,CA,94101,V,
2343,1.05,0.92,1.11,0.24,15,20,30,,,,,,BIG RAPIDS,MI,49307,SAN FRANCISCO,CA,94101,V,
812,1.12,1.04,1.22,0.24,15,20,30,,,,,,SCRANTON,PA,18501,SAVANNAH,GA,31401,V,
683,1.23,1.14,1.24,0.24,15,20,20,,,,,,CARLISLE,PA,17013,SAVANNAH,GA,31401,V,
953,1.42,1.26,1.53,0.24,15,30,40,,,,,,ALBANY,NY,12202,SAVANNAH,GA,31401,V,
943,1.32,1.04,1.36,0.24,30,20,30,,,,,,SYRACUSE,NY,13202,SAVANNAH,GA,31401,V,
931,1.16,1.03,1.17,0.24,15,20,20,,,,,,HARTFORD,CT,6105,SAVANNAH,GA,31401,V,
674,1.15,0.91,1.22,0.24,15,20,20,,,,,,DOVER,DE,19901,SAVANNAH,GA,31401,V,
